,braveid,bravename,bravesex,braveage,braveattack,monsterid,monstername,monsterdef,damage
1506,175,OjimaHaruhisa,男,33,453,169,あくまのきし,68.78622177338572,23.28611841821356
1507,608,AokiMana,女,55,318,344,ヘルクラウダー,0.39334729334071783,1527.3828497624222
1508,828,InabaSeizaburou,男,46,984,147,ドラゴスライム,25.186996869199763,96.15865666132103
1509,281,MiyajimaHaruna,女,29,517,188,キングレオ,99.93204122564387,20.908953758327385
1510,86,WakayamaNatsuko,女,49,429,100,デッドペッカー,14.29056307706742,72.8007025548446
1511,517,NiikuraMaemi,女,12,415,342,ヘルバオム,80.57634267952574,48.02670496873845
1512,954,NagaiAyu,女,32,442,5,モーモン,50.48885167664615,27.372213631999355
1513,649,OosawaNatsuki,女,53,877,23,おばけキャンドル,23.39501927846982,76.50396901068159
1514,595,SoneShinya,男,31,545,33,キラースコップ,24.557522455088765,75.18521734169904
1515,366,YoshizakiReiji,男,40,692,111,フレイム,45.6582812090336,41.88046114982
1516,162,OomuraYuzuki,女,30,796,189,アンドレアル,32.264628860039714,93.51891094085282
1517,467,TamakiEtsuyo,女,51,494,57,ツンドラキー,9.461525381252745,113.26739962038029
1518,40,OdakaKikuo,男,38,940,335,ヘルギフト,25.205098810024296,110.2641000094463
1519,5,AmemiyaMitsuo,男,54,834,189,アンドレアル,32.264628860039714,54.03496892133138
1520,424,NakagawaHidenori,男,22,955,119,ヒートギズモ,92.13246415820852,49.346218992913606
1521,266,KuhabaraKasumi,女,23,204,292,フランケンゴーレム,35.82855955361831,24.888822437678797
1522,656,OkaHaruo,男,36,322,174,ダッシュラン,43.749965215570604,22.27286616890862
1523,88,NiheiAimi,女,24,823,325,ボーンファイター,8.739979281647969,468.54147871629687
1524,971,MatsubaraKouya,男,17,941,129,アルケミストン,63.63599161150697,93.0904674733436
1525,438,NakazawaHaruta,男,13,298,37,みならいあくま,40.809803996534114,56.34412814330996
1526,647,NinomiyaYasuyoshi,男,39,222,70,がいこつ,62.366966323277865,9.308291490581272
1527,828,InabaSeizaburou,男,46,984,274,うごくせきぞう,12.455201989032394,197.05280304003438
1528,713,BabaHiroyuki,男,56,327,193,アイスゴーレム,83.5410330499766,7.155272357400116
1529,711,UjiieChizuko,女,27,486,339,銀のおたからミミック,65.60024220044626,32.27892524370108
1530,228,KidoTakeharu,男,25,183,312,うごくひょうぞう,98.13953388890772,8.171649827556879
1531,187,IshikuraToshie,女,31,674,28,わらいぶくろ,80.21096824391472,27.685092233690924
1532,754,MaenoMasafumi,男,21,501,363,ファイターズナイト,5.985447406268152,451.8750965670443
1533,442,YabeFumio,男,46,357,221,シールドオーガ,73.57719853274241,12.068893001157253
1534,136,YasuiMikiko,女,32,888,193,アイスゴーレム,83.5410330499766,37.349100285415204
1535,330,HorikawaYoshihisa,男,26,430,105,キラーマシン,31.93906897017036,61.82631035395236
1536,988,TakazawaKanichi,男,37,425,260,ドラゴンキッズ,30.170816351245676,39.05159804620549
1537,660,KawanishiSakura,女,25,420,307,メタルかがみもち,95.53583425248019,20.992456329649837
1538,54,MuraseNaomi,女,59,174,58,チョコヌーバ,94.72377075193083,3.6958942163339557
1539,490,KishidaShigeyoshi,男,37,186,301,アバン（ドラゴラム）,62.000481401688134,8.524053881445106
1540,178,HiranoOuma,男,17,117,32,おおきづち,0.29713330748530886,2396.777195977116
1541,805,MiyajimaAkiko,女,54,118,24,あやしいかげ,80.3340455319481,3.2454884806153688
1542,91,IshizawaYoshinari,男,24,146,61,メーダプリンス,64.62330045664454,10.804727071281398
1543,890,IwashitaMia,女,17,221,312,うごくひょうぞう,98.13953388890772,13.715978290818338
1544,934,TawaraChisaki,女,44,816,232,バラモスブロス,2.809959902313919,705.2300456855677
1545,50,IkutaYuuko,女,59,403,246,ダークスライム,37.52050891099151,18.99746981577571
1546,188,SeoKaito,男,29,180,92,はぐれメタル,71.21661083197408,10.00075286112389
1547,459,HashizumeKahona,女,14,315,151,てっこうまじん,23.18597071733125,107.4704645184597
1548,552,YonedaHaruna,女,42,472,377,エデンの戦士たち１,17.560947997378594,65.42682330691449
1549,837,MizutaniMasahiro,男,52,669,19,オニオーン,10.410863634681245,134.63689235851416
1550,473,UnoMoeko,女,19,228,205,じごくのもんばん,80.7548432124322,16.005132547846415
1551,661,MiyauchiTaeko,女,22,111,230,やまたのおろち,8.092482637976273,64.75100708192899
1552,390,MasukoYoshina,女,47,653,324,バアルゼブブ,58.835137926753,27.886901289260734
1553,893,IidaJirou,男,55,556,58,チョコヌーバ,94.72377075193083,11.421165594390592
1554,224,YoshiokaMasakazu,男,37,287,221,シールドオーガ,73.57719853274241,10.551115996536113
1555,569,NakamoriYuzuka,女,56,646,289,シャドーサタン,5.1530858693360715,258.0326469512186
1556,90,SakaiSetsuko,女,55,706,273,ほのおのせんし,96.23908862240403,14.34188925091125
1557,443,TakeuchiFuuka,女,28,393,222,マッドフィンガー,53.66732389591885,30.277889352930465
1558,512,KashimaRyuunosuke,男,12,923,210,じごくのハサミ,58.59147297722057,150.72722331077267
1559,186,NakamoriShigeki,男,51,63,30,キャットフライ,39.25328991057516,3.2659850399751265
1560,814,HiraiRio,女,16,314,106,イエティ,32.47049136267112,60.50649746029983
1561,19,KomineTetsuo,男,43,232,35,ねこまどう,97.69891511470016,6.407007716583817
1562,587,AnzaiShiho,女,33,53,44,ビッグハット,11.651456325106935,15.218438591557007
1563,30,KawaharaKouichi,男,42,46,241,げんじかぶと,40.55568620308012,3.0898879600375873
1564,883,FukudaHiroaki,男,54,151,23,おばけキャンドル,23.39501927846982,13.84662909744645
1565,629,UchimuraKoharu,女,19,658,25,あばれこまいぬ,40.02347660848285,97.06615159865586
1566,358,SudouShoujirou,男,26,392,269,アカイライ,33.357318521014804,46.32148504502696
1567,352,YoshinagaYuzuki,女,21,636,82,よろいのきし,53.5657790652988,57.17401244542659
1568,922,OdakaAtsuhiko,男,49,300,122,ホークブリザード,32.0087465986454,22.866525269589683
1569,927,HirataYoshihisa,男,53,911,5,モーモン,50.48885167664615,39.300916432577104
1570,426,KawabataKimiko,男,28,370,181,はしりとかげ,79.14847157418299,18.45131964522335
1571,787,HoujouHiromi,女,55,737,10,バブルスライム,66.74204070064809,23.04531845520773
1572,342,TamaiItsuko,女,34,345,248,ベスキング,1.9781317584607772,612.9236499336877
1573,166,MiyanoKyouko,女,58,253,115,ひとつめピエロ,57.12445817259867,8.028601398880953
1574,977,OsakaMasashi,男,52,407,55,ミケまどう,23.601616032518958,36.41274855249147
1575,210,DoiYui,女,45,991,293,ローソンキングスライム,23.73875949518932,96.83064519730439
1576,190,TakahashiFuuka,女,12,744,109,シャドー,63.452393498507156,115.26273515427232
1577,876,AnzaiIchika,女,57,213,317,グレゴリダンス,4.702826255093617,88.46499518685451
1578,849,TamakiSousuke,男,18,440,105,キラーマシン,31.93906897017036,86.12238114250877
1579,523,YoshiiYoshino,女,22,43,93,ひくいどり,33.02737210414144,6.99210249126066
1580,836,KomatsuMami,女,46,340,280,記念大王スライム,85.71771468847402,10.10315220338143
1581,697,IsobeShigeko,女,54,471,31,どろにんぎょう,70.13705039475525,13.932759611494241
1582,565,TajiriKoushou,男,16,504,309,ドラゴメタル,7.664308031180278,463.7690632231589
1583,941,OchiaiYuuka,女,55,50,23,おばけキャンドル,23.39501927846982,4.13564559899253
1584,406,MoriiMikoto,女,13,825,209,じんめんじゅ,56.72914953697856,113.87336569285836
1585,78,NagaseNonoka,女,12,641,1,スライム,58.60486695351551,96.81091220337612
1586,681,SakagamiHaruka,女,48,706,102,どれいへいし,86.20066133977048,18.34811572558055
1587,465,HashimotoYui,女,48,975,136,ベホイミスライム,59.31557715998726,40.36153221531545
1588,997,NittaChiyoko,女,55,475,338,デスマシーン,36.237572153171016,25.562539395172863
1589,760,ShirakawaAkiko,女,24,419,124,ゴールデンコーン,38.90211200202424,51.78769329435448
1590,158,OderaMiyuki,女,36,823,69,ベビーマジシャン,92.40683964718518,27.280512124351052
1591,223,SasaharaToshirou,男,19,468,77,ベビーサタン,40.86189558054431,67.2382735738092
1592,639,SugiuraChikako,女,22,817,350,おにこぞう,30.363739237744547,131.972397410246
1593,974,NakazawaShigeru,男,56,81,307,メタルかがみもち,95.53583425248019,1.6869943301500943
1594,528,HosodaHarumi,女,20,278,308,賀正大王スライム,8.8423827799057,183.25259379212574
1595,87,IkeuchiNana,女,46,560,162,ドロルメイジ,22.28590311952594,63.55877133711179
1596,291,KakiuchiKazuhiro,男,45,442,113,マドハンド,92.75049755755667,12.002371365080563
1597,692,MatsuzawaMasaru,男,17,426,372,バズズ,96.23285123925662,29.17433225379639
1598,938,TsutsumiSora,女,56,319,236,フロストギズモ,9.32363107386861,62.99101429107897
1599,730,ObataRui,女,16,503,69,ベビーマジシャン,92.40683964718518,34.50249306332915
1600,127,YasudaHanae,女,14,122,353,マポレーナ,0.18079902280945248,5556.116630481568
1601,17,OotomoKazuki,男,22,341,303,クロコダイン,13.297728123364738,134.34608138152794
1602,9,KatagiriKatsumi,男,42,903,230,やまたのおろち,8.092482637976273,307.89884824410314
1603,910,KusakaJuri,女,20,496,211,ゴールドオーク,14.458977717006615,197.13073229958894
1604,213,UsamiRuna,女,34,648,15,いっかくうさぎ,73.38213327122693,30.855434927283994
1605,859,OotsukiSouichirou,男,25,356,16,プチアーノン,55.15595421818619,28.951621686564245
1606,391,KawakamiTouma,女,33,595,267,メガザルロック,98.70130752536157,19.332827415766516
1607,726,SenooMitsuteru,男,46,198,144,パペットマン,91.76576801565642,5.3506510382332815
1608,365,OotsukiHiroyuki,男,32,893,29,キメラ,28.13925388232108,112.88374525097343
1609,514,TominagaToshinori,男,36,496,357,シュプリンガー,9.116566424221585,171.36585059800956
1610,286,TsukagoshiKoukichi,男,59,832,91,ベビーニュート,12.272974759500554,126.49549673425405
1611,865,HosonoYuuki,女,45,776,264,ヘルジュラシック,32.466840947327256,61.622401065229475
1612,194,TakamuraAsuka,女,36,678,364,ゴールドイーグルス,22.76464110267925,93.88036328222842
1613,203,AkaiHaru,女,18,723,317,グレゴリダンス,4.702826255093617,937.4929599338299
1614,192,NagasawaShigeo,男,52,980,30,キャットフライ,39.25328991057516,52.67136420003374
1615,29,TanimotoSaki,女,53,216,40,モコモコじゅう,32.492325015699066,14.770410351117713
1616,493,HirokawaSadao,男,52,968,321,亡者のひとだま,18.347489980942544,118.4849150672162
1617,265,KasaiToshiko,女,33,126,196,スライムかがみもち,9.069546626074466,48.09988777336405
1618,203,AkaiHaru,女,18,723,147,ドラゴスライム,25.186996869199763,168.10470766421057
1619,43,AragakiMitake,女,14,224,3,スライムベス,94.04065485183388,18.88255679304391
1620,775,OoshiroYua,女,24,807,14,ファーラット,18.685881672733938,189.80439527426813
1621,942,OotsukiHiroshi,男,58,397,310,つららスライム,1.272448001053783,599.2616334284713
1622,880,OoshiroMasae,女,26,806,301,アバン（ドラゴラム）,62.000481401688134,52.17048219535046
1623,774,OotaKyouko,女,30,623,304,ヒュンケル,64.53178507450036,38.30549330643685
1624,430,HayashiMomiji,女,36,446,123,ハートナイト,5.809412395448065,213.75117433862337
1625,942,OotsukiHiroshi,男,58,397,116,ベビル,98.35492411844406,7.51946672956454
1626,234,KogaKiryuu,男,20,210,211,ゴールドオーク,14.458977717006615,79.31361223909902
1627,447,HirokawaYoshikatsu,男,43,806,85,オーク,81.73320461804853,24.777762848139098
1628,670,YadaHitomi,女,30,239,372,バズズ,96.23285123925662,9.81730923773771
1629,517,NiikuraMaemi,女,12,415,99,ハンターフライ,77.14414784554772,52.937471319194316
1630,975,MaekawaMiyuu,女,49,38,364,ゴールドイーグルス,22.76464110267925,3.6929508206862507
1631,710,UeharaTetsumi,女,49,440,252,ヘルコンドル,41.78668331030067,22.753633468067832
1632,49,IshiguroMasanobu,男,42,353,320,ランプのまじん,58.09868628157402,14.977497216717989
1633,602,FushimiMiki,男,39,941,295,しろバラのきし,64.71989399725452,41.643677652181886
1634,209,OokawaYoshimi,女,40,288,245,しにがみきぞく,44.394954145243524,17.362854748859583
1635,671,FukudaAyako,女,52,829,35,ねこまどう,97.69891511470016,17.88501406961799
1636,301,MasakiKikuo,男,17,591,129,アルケミストン,63.63599161150697,65.1099745840543
1637,563,HaraguchiMichiyo,女,53,306,350,おにこぞう,30.363739237744547,19.65377673970469
1638,514,TominagaToshinori,男,36,496,92,はぐれメタル,71.21661083197408,22.401387661659466
1639,846,OosawaToshiyuki,男,24,47,266,アイアンクック,25.629081334821024,8.621604958350302
1640,562,YamakawaUno,女,10,725,377,エデンの戦士たち１,17.560947997378594,457.5528324982714
1641,491,ShimokawaRio,女,26,468,247,ダークキング,25.595354767985135,70.78634324970544
1642,916,KawadaRin,女,23,207,72,サイおとこ,53.665335603755395,18.64250587951279
1643,221,KamiokaRyuugo,男,28,896,368,スターキメラ,38.06694076898833,87.55601075940051
1644,633,MimuraAyana,女,36,885,307,メタルかがみもち,95.53583425248019,28.78226749203201
1645,454,KurodaNozomi,女,17,348,79,ともしびこぞう,79.38191484702388,26.929345495310688
1646,393,OkiShintarou,男,45,526,20,キャタピラー,93.09125065864585,12.646075503183438
1647,988,TakazawaKanichi,男,37,425,265,ヘルゴースト,24.598305673157583,50.85080381705252
1648,765,NishiYudai,男,23,468,11,びっくりサタン,44.155946461972185,49.31260361336402
1649,197,AzumaKoharu,女,20,779,355,ブランマトック,63.58761559510205,64.15874979542325
1650,676,AndouShinji,男,23,183,147,ドラゴスライム,25.186996869199763,37.38240606205179
1651,171,TabuchiKoume,女,52,343,152,エビルホーク,8.393350947353607,83.62984864661723
1652,596,YanagidaHinano,女,56,159,151,てっこうまじん,23.18597071733125,12.4520030994998
1653,7,YoshiiKiyoto,男,58,598,284,暴嵐天バリゲーン,86.72592610836234,12.062756376613377
1654,365,OotsukiHiroyuki,男,32,893,74,タップデビル,18.549933186733426,159.61627039514667
1655,187,IshikuraToshie,女,31,674,283,ボストロール,18.583203034108376,127.25840198597496
1656,949,HirayoshiEmi,女,57,417,334,パイレーツプリズナー,78.58338505168804,9.650608213445
1657,206,KuritaRikichi,男,41,379,94,ベロニャーゴ,67.34181724986689,13.789795603067644
1658,832,YamaguchiIroha,女,42,370,253,ギガンテス,63.26342159341283,14.724504739572508
1659,216,TerashimaTateaki,男,33,430,296,モテモテ,45.395875616701,34.149693854007694
1660,405,MiyasakaMariko,女,25,911,206,セルゲイナス,75.47397875357818,49.24447499399811
1661,352,YoshinagaYuzuki,女,21,636,83,どくどくゾンビ,17.90162009373154,172.2724894136157
1662,538,HayashiShuuji,男,58,278,123,ハートナイト,5.809412395448065,92.37644384070036
1663,578,AzumaKatsuo,男,43,96,146,ヒイラギどうじ,11.91613426675815,22.201547603451992
1664,556,IshizukaMakoto,女,18,601,343,ヘルバオムのねっこ,98.00702454335817,34.24112313691058
1665,579,TobitaTsutomu,男,57,245,314,アンクルホーン,4.754813386330026,90.8031567107746
1666,724,KandaMiyuu,女,48,728,181,はしりとかげ,79.14847157418299,22.993585184683717
1667,223,SasaharaToshirou,男,19,468,15,いっかくうさぎ,73.38213327122693,37.11185312579123
1668,145,TakeshitaAyane,女,40,785,78,スライムナイト,69.57964546933768,28.5923927346998
1669,74,NaganumaEtsuyo,女,59,447,66,ドラキーマ,83.61099881540909,9.505432966013107
1670,878,FujitaAkito,男,24,344,206,セルゲイナス,75.47397875357818,19.817889139084127
1671,943,TsuboiAkiko,女,13,938,58,チョコヌーバ,94.72377075193083,90.41840419545557
1672,285,YoshimotoIkuyo,女,43,514,130,ファイアボール,51.34702245218148,25.65704925072124
1673,313,NagaiAyaka,女,14,328,165,しのさそり,38.71921423673202,66.20351867160296
1674,659,HanadaRuka,女,25,676,278,ＭＣカンダタ,96.31837541218073,31.93371211595177
1675,412,NaruseTowa,女,20,35,324,バアルゼブブ,58.835137926753,2.9749682353291256
1676,102,TakaokaSorato,男,11,82,125,ピンクボンボン,31.753240550291896,27.87710898425117
1677,825,KoudaShizuo,男,29,443,239,ブリザード,89.54893343384825,19.20610303256236
1678,180,TodaAiko,女,46,372,368,スターキメラ,38.06694076898833,21.95003063777796
1679,707,YamaneKeiko,女,29,796,118,ボーンナイト,9.428769482295717,345.2233217044632
1680,166,MiyanoKyouko,女,58,253,302,魔王ハドラー,42.27717616426215,11.766629640984993
1681,575,TezukaAyano,女,58,12,84,トンブレロ,97.96726035462086,0.22257262155524438
1682,323,KurosawaMasao,男,27,238,141,つむりんママ,63.41622979921233,15.90189699710526
1683,485,KandaShiho,女,37,387,109,シャドー,63.452393498507156,17.012766818057113
1684,135,NegishiTorao,男,57,991,196,スライムかがみもち,9.069546626074466,229.57792675728993
1685,248,IshizukaShichirou,男,38,228,201,つかいま,92.09539808216512,6.7039677738844015
1686,251,YoshinagaShana,女,11,816,146,ヒイラギどうじ,11.91613426675815,708.723776176112
1687,716,IinoNorihisa,男,14,172,295,しろバラのきし,64.71989399725452,21.540976369265312
1688,895,MatsuuraAtsushi,男,24,866,4,ゴースト,74.68329221107571,53.734300544854136
1689,591,MizoguchiTakeshi,男,36,964,226,きりさきピエロ,60.42571931179149,52.96452308443889
1690,90,SakaiSetsuko,女,55,706,276,じごくのつかい,83.71339509045977,15.560179320835424
1691,268,YoshizawaKen,男,45,862,146,ヒイラギどうじ,11.91613426675815,177.0194381566026
1692,78,NagaseNonoka,女,12,641,364,ゴールドイーグルス,22.76464110267925,281.16114979654185
1693,594,TakaiKichinosuke,男,44,791,238,ミミック,21.22510917568523,95.80599401364272
1694,616,KawabataKenta,男,46,38,31,どろにんぎょう,70.13705039475525,1.3422031820614144
1695,876,AnzaiIchika,女,57,213,194,スノードラゴン,67.50708559524386,6.196544542814556
1696,253,MuroiKeiichi,男,58,773,276,じごくのつかい,83.71339509045977,16.208450009968555
1697,777,OoniwaMisako,女,28,145,221,シールドオーガ,73.57719853274241,8.026725860074436
1698,961,NegishiEizaburou,男,33,298,8,いたずらもぐら,76.5784622886372,13.724790372068625
1699,49,IshiguroMasanobu,男,42,353,351,ブラックチャック,97.71733805715151,9.976245375404954
1700,553,MuroiYura,女,27,340,247,ダークキング,25.595354767985135,54.13748476271216
1701,998,YoshimuraKarin,女,34,706,23,おばけキャンドル,23.39501927846982,95.87887748573489
1702,840,HidakaYoshikatsu,男,48,252,71,さまようよろい,91.19014991824972,5.858825709770691
1703,849,TamakiSousuke,男,18,440,173,もみじこぞう,19.29140562823779,135.7573788697239
1704,878,FujitaAkito,男,24,344,365,ライオンズレオ,38.17686369070131,42.43264790909215
1705,721,AizawaYuika,女,33,898,21,メタルスライム,13.845959582104928,197.84303328162133
1706,189,KodamaHironobu,男,33,536,348,メガゴールドマン,34.64156319559593,52.870052853983736
1707,81,KokubuHiroshi,男,22,645,195,ブリザードマン,22.944632343633042,147.7707780432672
1708,235,HosonoAkari,女,12,943,114,しびれだんびら,98.30821916887868,90.98723898016169
1709,81,KokubuHiroshi,男,22,645,289,シャドーサタン,5.1530858693360715,647.66367746664
1710,804,NaraNanase,男,22,457,242,ホラービースト,38.087123426508306,62.30715310435047
1711,436,HosoyaAkane,女,12,554,98,ジャガーメイジ,3.705724719392023,1274.1858155758584
1712,942,OotsukiHiroshi,男,58,397,148,ベビーサラマンダ,75.64547594156734,10.096095487499836
1713,881,IwamotoEiji,男,31,366,264,ヘルジュラシック,32.466840947327256,39.34814820832949
1714,479,NamikiKinsaku,男,57,492,106,イエティ,32.47049136267112,27.236268270306198
1715,486,KatsutaChiyono,女,15,662,39,ホイミスライム,83.53834404808323,59.08854910417626
1716,256,YamauchiKazuo,男,55,345,331,ガニラス,53.86825235298686,12.062388331181364
1717,174,MizoguchiYura,女,40,253,253,ギガンテス,63.26342159341283,10.96289148756509
1718,60,YamagataMasaharu,男,42,185,125,ピンクボンボン,31.753240550291896,14.915586254110634
1719,477,TaueSouya,男,22,668,99,ハンターフライ,77.14414784554772,42.13299969873671
1720,703,TsudaKonoka,女,12,936,5,モーモン,50.48885167664615,155.65670361689686
1721,975,MaekawaMiyuu,女,49,38,133,じごくのよろい,27.09023254517754,3.3473995553918954
1722,641,AritaKouzou,男,27,836,208,メイジドラキー,9.869391697580166,375.09633624010513
1723,180,TodaAiko,女,46,372,126,ももいろ三姉妹,53.873066209342745,16.718890467352193
1724,220,HosonoHiroyuki,男,48,475,207,キングミニデーモン,85.29219431571298,12.01529873956698
1725,253,MuroiKeiichi,男,58,773,79,ともしびこぞう,79.38191484702388,17.65815160970698
1726,527,DoiKouga,男,15,798,17,さそりばち,26.95575647789972,217.40479841792512
1727,235,HosonoAkari,女,12,943,251,スナノサウルス,80.06800677672953,116.15792128184685
1728,595,SoneShinya,男,31,545,348,メガゴールドマン,34.64156319559593,60.543166513612306
1729,11,EbiharaShoujirou,男,52,13,115,ひとつめピエロ,57.12445817259867,0.4476230875309598
1730,187,IshikuraToshie,女,31,674,204,くものきょじん,55.48209995532266,45.66931048918599
1731,767,TaguchiKoukichi,男,41,893,123,ハートナイト,5.809412395448065,381.9263487868182
1732,987,YanagiAzumi,女,13,210,295,しろバラのきし,64.71989399725452,25.410129894987193
1733,924,SawamuraKarin,女,33,161,83,どくどくゾンビ,17.90162009373154,28.369645648751014
1734,330,HorikawaYoshihisa,男,26,430,202,プリーストナイト,42.4099287993117,41.98107898076948
1735,327,KatagiriYui,女,39,118,304,ヒュンケル,64.53178507450036,5.452839102649363
1736,586,AkibaNana,女,59,126,132,あくま神官,90.09514654679606,2.498683965268613
1737,593,MatsukawaJuurou,男,36,488,9,リリパット,42.313179780850504,36.50574665367044
1738,137,IzawaRisa,女,53,697,164,キースドラゴン,81.51892517840334,16.389439994404068
1739,112,HiraiHiroya,男,22,26,269,アカイライ,33.357318521014804,3.890169562380644
1740,266,KuhabaraKasumi,女,23,204,161,まどうし,27.742044244358766,34.9430751363059
1741,768,HatakeyamaYasuko,女,25,489,354,マッドルーパー,88.31418219317759,24.460122996955715
1742,190,TakahashiFuuka,女,12,744,289,シャドーサタン,5.1530858693360715,1429.3039242053349
1743,516,OikawaOuka,女,47,422,150,ブラッドハンド,24.730263135557152,40.84791125367334
1744,922,OdakaAtsuhiko,男,49,300,169,あくまのきし,68.78622177338572,9.185008553942563
1745,342,TamaiItsuko,女,34,345,81,たまねぎマン,92.5795124617181,11.956956299971269
1746,590,ShirakawaSouha,男,13,668,237,マリンスライム,33.71401186637642,177.5120631716427
1747,843,TajimaMizuho,女,43,237,369,竜王,42.67037571131919,14.095459322900513
1748,939,KawamotoKaoruko,女,12,263,368,スターキメラ,38.06694076898833,63.79313893077619
1749,254,YasunagaHina,女,19,593,6,しましまキャット,25.004689439632177,138.85125162684488
1750,378,SetoAsumi,男,16,723,254,まなつのせんし,82.79064167144092,63.22519143827316
1751,731,AgatsumaFuuka,女,14,724,286,ハロウィンドラキー,5.605802130827387,958.7282694563831
1752,823,OjimaMizuki,女,15,470,63,どくイモムシ,89.84882999760796,39.925606846794636
1753,480,UchimuraTomoko,女,26,679,138,キラーパンサー,4.4870561276740055,624.672848570845
1754,494,TeradaMirei,女,28,491,305,カメレオンマン,98.33552936950011,17.97035275805219
1755,637,TanimotoAtsuhiro,男,12,301,259,キングスイカ岩,20.630888043328344,132.37394868695773
1756,385,YamagataMomoka,女,52,972,365,ライオンズレオ,38.17686369070131,55.147540410051704
1757,281,MiyajimaHaruna,女,29,517,57,ツンドラキー,9.461525381252745,191.89515003828583
1758,882,OkumuraKenichi,男,46,799,365,ライオンズレオ,38.17686369070131,54.512830373790464
1759,943,TsuboiAkiko,女,13,938,318,グール,60.39907127911815,128.98621111314753
1760,473,UnoMoeko,女,19,228,234,ブラッドソード,99.33394146943809,12.591459912205739
1761,176,KatanoYoshino,女,29,106,277,ワイトキング,1.2655823658036969,344.34999505292643
1762,637,TanimotoAtsuhiro,男,12,301,348,メガゴールドマン,34.64156319559593,78.05872337495379
1763,970,HorieMiyu,女,18,325,81,たまねぎマン,92.5795124617181,22.446673883858395
1764,930,NomotoYuuhei,男,54,787,245,しにがみきぞく,44.394954145243524,39.116668770742045
1765,490,KishidaShigeyoshi,男,37,186,170,ドラゴン,78.77369437313794,7.295509620230542
1766,839,NishiguchiMai,女,17,401,98,ジャガーメイジ,3.705724719392023,647.6724861332798
1767,269,KurokiJunichi,男,43,686,304,ヒュンケル,64.53178507450036,24.976263813678457
1768,527,DoiKouga,男,15,798,19,オニオーン,10.410863634681245,585.817590968477
1769,269,KurokiJunichi,男,43,686,140,メトロゴースト,47.80389531512876,36.34452966303075
1770,173,AbeYoshio,男,51,845,67,ヘルボックル,70.78470858087249,26.49432810577685
1771,503,OowadaKiyoko,女,27,718,243,メーダロード,49.837270903603205,55.15798814462234
1772,869,NaganoKaichi,男,23,603,301,アバン（ドラゴラム）,62.000481401688134,46.71738703921984
1773,215,InomataMaho,女,53,936,100,デッドペッカー,14.29056307706742,135.4475144819109
1774,950,FukunagaKomako,女,14,656,109,シャドー,63.452393498507156,75.50349904165533
1775,485,KandaShiho,女,37,387,105,キラーマシン,31.93906897017036,38.28078812719372
1776,300,IwashitaSeigo,男,14,626,213,ジェリーマン,6.034405662776521,765.3313828132846
1777,753,OginoTokio,男,41,562,52,ポイズンリザード,74.75892893533653,20.256613398518976
1778,826,MiuraKouji,男,36,380,90,ごろつき,45.13939422725193,27.319028785134197
1779,21,MurakiYuka,女,34,666,279,ゴールドマン,95.37759770335244,23.605353450748016
1780,198,AkimotoFumio,男,14,311,38,おおくちばし,35.21326656861072,72.97264098546734
1781,611,AgatsumaMizuki,女,48,246,10,バブルスライム,66.74204070064809,8.635550795374273
1782,424,NakagawaHidenori,男,22,955,57,ツンドラキー,9.461525381252745,489.2778442876917
1783,118,UmezawaIchika,女,22,826,141,つむりんママ,63.41622979921233,70.05152694057657
1784,639,SugiuraChikako,女,22,817,217,りゅうき兵,50.69121706779111,79.04237663135176
1785,157,OdaRuna,女,55,840,68,ヘルビースト,12.916844071762679,121.14315163149786
1786,281,MiyajimaHaruna,女,29,517,58,チョコヌーバ,94.72377075193083,20.62679976584504
1787,407,ShirakiRyuuki,男,16,853,328,ガルーダ,83.23126733204855,73.00133799054278
1788,469,HamaguchiShinya,男,13,244,29,キメラ,28.13925388232108,79.97226224618966
1789,623,KurodaMitsunobu,男,50,424,90,ごろつき,45.13939422725193,19.73955604864424
1790,214,OikawaNaho,女,49,562,264,ヘルジュラシック,32.466840947327256,41.968347152986325
1791,897,OchiaiHana,女,37,265,47,アルミラージ,36.45091006654842,21.707859248513024
1792,826,MiuraKouji,男,36,380,373,ベリアル,27.65242125888466,41.97531192982912
1793,551,MatsuuraItsuko,女,45,406,205,じごくのもんばん,80.7548432124322,13.101033692403284
1794,874,KousakaAzusa,女,29,3,151,てっこうまじん,23.18597071733125,0.5011232023782529
1795,988,TakazawaKanichi,男,37,425,97,ブラウニー,68.21795794896079,19.80556693983705
1796,391,KawakamiTouma,女,33,595,277,ワイトキング,1.2655823658036969,1435.511450344623
1797,264,OkanoChiharu,女,56,315,108,マミー,9.003670430155575,71.01332780831373
1798,663,HiraiAkime,女,41,438,302,魔王ハドラー,42.27717616426215,25.34624852637991
1799,931,SonodaRuki,男,20,21,166,キラーリカント,3.194156252605951,35.13364190593896
1800,149,TsuruokaJuukichi,男,30,864,363,ファイターズナイト,5.985447406268152,551.8082213605616
1801,166,MiyanoKyouko,女,58,253,274,うごくせきぞう,12.455201989032394,37.78657627201772
1802,944,InamuraIchika,女,21,250,247,ダークキング,25.595354767985135,52.26654454359519
1803,838,MasukoTomokazu,男,18,791,61,メーダプリンス,64.62330045664454,77.49948136687811
1804,434,KidaYoshikazu,男,49,607,271,ボボンガー,9.076922059040305,142.98475654780069
1805,704,YanoTeruo,男,32,747,254,まなつのせんし,82.79064167144092,31.232194446806265
